STAID,POS,PPT_MM,PET_MM,YLD_MM,yieldmm,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxdvar,tmindvar,pdvar,swedvar
11143000,1980-01-01T05:00:00Z,313.660423923435,37.0999869037861,156.741483129815,461.352469849419,1.47086605341717,0.499717118178975,14.5528,4.4494,262.556,0,19.6604,15.6463,227.171,0
11143000,1980-02-01T05:00:00Z,298.890461593351,39.9495430326075,211.500617611168,398.145720990344,1.3320790461759,0.707619160824613,16.2894,4.78105,396.523,0,17.8209,10.2089,410.38,0
11143000,1980-03-01T05:00:00Z,129.380225004096,43.4500437917504,80.4516427329214,249.033779121584,1.92482103902431,0.6218233329736,14.5787,1.39985,121.15,0,7.6722,5.09724,43.8591,0
11143000,1980-04-01T05:00:00Z,89.3711210425666,52.6506605699647,35.5411543935353,102.680540027161,1.14892303944867,0.39768052564326,17.1676,2.43573,104.268,0,20.8767,8.06213,51.7316,0
11143000,1980-05-01T04:00:00Z,24.728578906461,60.552342863322,18.849780315965,53.4092970943334,2.15982071983841,0.762267026636133,16.2624,4.3988,27.4183,0,7.83405,6.38148,10.1693,0
11143000,1980-06-01T04:00:00Z,2.29672111628524,74.7038533712148,13.3986927152144,36.5528117599654,15.9152156092363,5.83383529685385,20.6958,3.99619,0,0,10.4851,7.84003,0,0
11143000,1980-07-01T04:00:00Z,25.4002006004997,99.9596584988937,8.19850633249984,27.7695889563777,1.09328226942552,0.322773290709308,22.5056,7.91872,26.6536,0,8.64529,11.8349,14.5853,0
11143000,1980-08-01T04:00:00Z,0,88.6572033606792,5.69816276157108,19.6354726879281,,,21.5352,6.81056,0,0,6.33258,6.12814,0,0
11143000,1980-09-01T04:00:00Z,0.0500991786785891,71.9534203531076,3.89853889171396,14.1992054561464,283.421920890985,77.8164232337022,22.6415,6.6488,0,0,21.0964,5.50949,0,0
11143000,1980-10-01T04:00:00Z,0.701034077500112,62.549701342393,2.7486695080354,14.4223358276001,20.5729454394431,3.92087859385831,22.7367,4.63757,0,0,37.4427,20.2806,0,0
11143000,1980-11-01T05:00:00Z,3.14696663010668,43.2503158774647,1.94895132524974,13.2052610742161,4.1961871943232,0.619311087256006,21.209,2.64902,0.575163,0,19.0363,6.48411,0.0110271,0
11143000,1980-12-01T05:00:00Z,98.7371637674186,38.1988693664288,1.39938434335699,18.0329909293059,0.182636306748528,0.014172822977307,19.6956,4.04379,97.5621,0,47.7635,12.9199,168.455,0
11143000,1981-01-01T05:00:00Z,274.196297773226,38.2994752915717,5.4947689803563,82.2133995910875,0.299834097902672,0.0200395447530833,17.1749,3.61839,259.091,3.50327,38.2761,11.9583,321.389,0.191762
11143000,1981-02-01T05:00:00Z,80.9045503522433,38.6498877251075,7.74086957424848,48.1758756547823,0.595465588091566,0.0956790383303062,16.6254,2.375,57.4248,15.0065,13.3587,8.09284,24.8482,0.360659
11143000,1981-03-01T05:00:00Z,241.626502356874,43.8510149939649,99.0237445282556,149.781332983121,0.61988784972726,0.409821536803116,14.0377,2.21221,208.255,0.0784314,11.2375,2.78755,96.9362,0.000198435
11143000,1981-04-01T05:00:00Z,17.9970257612136,55.1515797499648,29.4692291761394,71.036596439178,3.94712978587123,1.63744996351843,17.4906,2.27505,23.7451,0,20.7663,6.03596,6.34494,0
11143000,1981-05-01T04:00:00Z,1.89934205264277,71.6040094378578,14.4378657783204,31.2991057411912,16.4789200016085,7.60150903742238,18.1078,3.33681,1.05229,0,6.85138,11.2848,0.0357197,0
11143000,1981-06-01T04:00:00Z,0,100.757286820536,10.0393628105344,18.9255124151208,,,23.6441,6.49717,0,0,21.8475,4.14748,0,0
11143000,1981-07-01T04:00:00Z,0,100.559962022251,6.99175020771313,14.8077428328384,,,21.7527,5.78368,0,0,18.0828,4.68942,0,0
11143000,1981-08-01T04:00:00Z,0,96.2587707565364,4.89362000535618,10.9536727804558,,,21.9462,6.8968,0,0,7.81183,3.2603,0,0
11143000,1981-09-01T04:00:00Z,0,76.8555416518934,3.34546323110642,9.12806065037981,,,22.037,6.48192,0,0,5.98943,3.87987,0,0
11143000,1981-10-01T04:00:00Z,72.7825445525683,51.7504839187503,2.39670053171376,13.2255456534392,0.181713152992155,0.0329296062187371,19.498,2.93886,81.1307,0,13.0319,8.58152,96.2725,0
11143000,1981-11-01T05:00:00Z,315.219399404115,41.7989430947859,6.84258106210601,79.2721356037429,0.251482414323476,0.0217073602546071,16.7368,3.61558,248.268,0,24.4453,9.52913,246.934,0
11143000,1981-12-01T05:00:00Z,77.5939430993843,35.5994547070002,9.78735602978364,59.1498330144612,0.762299615817959,0.126135567272922,16.3191,2.68501,113.503,0,16.9487,6.81221,61.4447,0
11143000,1982-01-01T05:00:00Z,337.407348262828,29.8495853233217,165.434391681387,238.891489510051,0.708021004106773,0.490310577209241,13.8848,-0.401539,317.791,282.51,38.045,8.45504,489.689,34.1871
11143000,1982-02-01T05:00:00Z,110.918362868131,37.3495430326075,89.0357727678053,114.70929550644,1.0341776829398,0.802714451110846,15.3194,2.43347,69.5425,13.2288,10.5604,16.7548,58.7389,0.195932
11143000,1982-03-01T05:00:00Z,244.188491257311,40.8507331767505,158.351359142877,185.076500831256,0.757924748534663,0.648480025932163,11.4248,1.25775,235.987,13.7255,10.9043,8.48341,74.8192,0.254304
11143000,1982-04-01T05:00:00Z,239.049532502549,49.1001538235004,152.835772008875,463.664911880848,1.93961856786273,0.639347713458699,15.3102,2.19118,211.556,4.81046,26.8279,7.69735,281.758,0.0729096
11143000,1982-05-01T04:00:00Z,1.2486163642498,70.1044061525721,29.5482484813944,87.1425523422926,69.7912944578857,23.6647935486154,17.9826,2.75416,0.254902,0,11.8009,5.48619,0.00209597,0
11143000,1982-06-01T04:00:00Z,18.7432921532488,76.3045221716434,14.605789046216,42.4556243138777,2.26511031075823,0.779254195410081,18.8731,5.44009,20.3399,0,5.22128,10.1539,6.85048,0
11143000,1982-07-01T04:00:00Z,0,93.4103527496438,10.1501695423218,28.479549229185,,,20.3024,7.0661,0,0,2.12044,3.0584,0,0
11143000,1982-08-01T04:00:00Z,0,91.0094227165723,6.99906996692853,22.3941754622651,,,22.2421,7.39458,0,0,9.73525,4.7314,0,0
11143000,1982-09-01T04:00:00Z,57.3185753356024,70.5030176510719,4.89877841821408,16.8970544928142,0.294791948227627,0.0854658091121693,22.0064,6.84477,43.3464,0,16.9017,6.32777,20.6483,0
11143000,1982-10-01T04:00:00Z,79.9420878989914,55.0497630961074,3.39887273114262,15.8625409524378,0.198425402304734,0.0425166870227004,20.7149,4.55197,57.4771,0,10.6873,5.34606,26.9917,0
11143000,1982-11-01T05:00:00Z,277.34690071312,36.8488645006788,8.59108365042708,71.6654183950931,0.258396319594074,0.0309759497161768,16.3427,2.69826,222.248,0,20.8137,7.0415,174.831,0
11143000,1982-12-01T05:00:00Z,217.839041523731,31.9995067292146,107.117392606541,198.362900222365,0.910593890033965,0.49172724896915,14.5603,1.85241,213.431,0,9.69242,8.73133,307.949,0
11143000,1983-01-01T05:00:00Z,376.675894675724,35.1489165228931,268.287189178111,358.590791505365,0.951987628021888,0.712249424426473,17.7838,3.33766,399.497,23.1373,51.5855,12.7766,462.603,2.63743
11143000,1983-02-01T05:00:00Z,336.371327211294,36.1491983401074,246.855121310906,533.910409730327,1.58726492580905,0.733876824036915,13.6948,2.40955,321.98,27.9477,12.9038,8.91574,235.244,1.74201
11143000,1983-03-01T05:00:00Z,493.854633863319,42.9003098901434,357.952107132219,606.245219239781,1.22757827439474,0.724812693022715,12.2433,2.38362,426.647,3.73856,8.75074,6.52934,389.313,0.0510654
11143000,1983-04-01T05:00:00Z,211.507313607771,44.9011976325006,152.815634885272,231.021072771502,1.09226044636886,0.722507568549903,12.1991,1.85871,209.68,1.01961,8.00452,7.00657,128.552,0.00670064
11143000,1983-05-01T04:00:00Z,25.7724118664245,69.4527504311077,28.7526037333235,209.11372721059,8.11385943598927,1.11563496200297,17.3996,3.85284,18.4118,0,17.6513,4.74674,3.95244,0
11143000,1983-06-01T04:00:00Z,3.89962499142839,80.8050131992863,14.4036059937158,55.2349092244094,14.164159206544,3.69358746683996,20.5369,4.97015,11.3137,0,13.3207,4.71268,2.06017,0
11143000,1983-07-01T04:00:00Z,0,89.3066217642865,10.0505142348219,33.67240151029,,,22.7633,5.24415,0,0,11.7259,4.37951,0,0
11143000,1983-08-01T04:00:00Z,1.95383877396468,94.0542474633217,6.99921630207139,25.416577766502,13.0085338182369,3.5822895907981,24.344,8.09509,1.54248,0,10.259,7.36317,0.0767502,0
11143000,1983-09-01T04:00:00Z,73.9874991078835,81.8035292632863,4.8988933157141,23.9966572208874,0.324333941682461,0.0662124463562536,25.1939,8.62582,42.3856,0,29.9881,7.43384,58.0406,0
11143000,1983-10-01T04:00:00Z,51.6169765021023,59.7986298399287,3.39898762864264,19.5340497918128,0.378442348149106,0.0658501884259765,22.0137,5.65728,32.549,0,15.8027,5.81397,17.7177,0
11143000,1983-11-01T05:00:00Z,299.870723166652,38.3988802195002,10.587366882855,92.7005270494128,0.309134970131428,0.0353064372908826,14.7732,3.07582,250.68,0,14.4568,9.47298,222.546,0
11143000,1983-12-01T05:00:00Z,214.966480467391,33.7991100145002,111.635477928401,204.671404360738,0.952108458564008,0.519315744881142,12.7051,2.27577,298.503,2.0915,13.3937,11.278,221.221,0.0459208
11143000,1984-01-01T05:00:00Z,9.9543092170361,35.5994547070002,28.8493693834655,92.4976812571821,9.29222502942533,2.89817894486257,17.3924,2.0875,13.7778,0,20.1138,7.49263,3.25312,0
11143000,1984-02-01T05:00:00Z,74.310327786458,35.4491777555359,13.8518896401082,50.1231952601967,0.674511831036909,0.186405982219776,15.1133,0.378183,83.8301,1.22876,15.5998,4.78178,23.0434,0.00866157
11143000,1984-03-01T05:00:00Z,60.6151078260305,48.8509000964649,13.692167506999,42.5976163684391,0.702755763310645,0.225887043644242,16.5454,1.08423,47.6144,0,8.762,3.49743,21.2564,0
11143000,1984-04-01T05:00:00Z,21.7393976128911,49.099747377286,10.0926076339988,29.1489403435462,1.34083477668495,0.464254245389673,15.3542,0.0147059,18.1438,0,15.8482,7.17045,2.49135,0
11143000,1984-05-01T04:00:00Z,0.84881472160698,79.2048148419291,7.49350622942744,22.2521834077037,26.2155955136779,8.82820012268484,21.1765,3.54775,0,0,22.3422,5.94692,0,0
11143000,1984-06-01T04:00:00Z,2.94747824232105,82.0575046408937,4.79589737078495,15.7814026355455,5.35420496373813,1.62711883735852,20.3529,4.57996,0,0,6.41625,4.22749,0,0
11143000,1984-07-01T04:00:00Z,0.798830440428403,109.761602024894,3.34693631403511,11.3796489441402,14.2453872163878,4.1897956620684,23.4237,8.57443,0,0,9.27788,8.70406,0,0
11143000,1984-08-01T04:00:00Z,0.798830440428403,96.5595110421795,2.34772974346382,9.16862980882595,11.4775668837919,2.93895878855689,23.4372,8.09045,0,0,9.89388,5.85122,0,0
11143000,1984-09-01T04:00:00Z,4.74510768553501,89.0565203424653,1.64840827539253,8.25582374378796,1.73986014457691,0.347391120420203,27.7186,9.4951,0,0,16.8073,7.94232,0,0
11143000,1984-10-01T04:00:00Z,67.3553280628506,51.1008334770004,1.14897190982121,11.0956648350172,0.16473329065614,0.0170583670641331,19.3799,3.35579,59.7516,0,16.4905,7.48513,31.7604,0
11143000,1984-11-01T05:00:00Z,230.276950714337,35.9992769342145,4.04577648596361,35.1328912143507,0.152567988699545,0.0175691769124669,14.5723,1.82789,315.739,0.627451,12.0645,7.46257,250.991,0.00298854
11143000,1984-12-01T05:00:00Z,101.329249950032,29.6994861446431,5.34514997624923,41.644241144955,0.410979467088632,0.0527503162106209,12.1894,0.565468,94.9346,6.50981,13.6715,9.18221,34.3813,0.148255
11143000,1985-01-01T05:00:00Z,26.5343952666761,31.999026554643,4.34648645553516,21.8870609816885,0.824856220076585,0.163805747666456,15.9745,0.509488,19.1634,2.01307,24.162,6.34909,3.75451,0.00564437
11143000,1985-02-01T05:00:00Z,84.0414213417054,35.9997050865717,4.59429965885615,59.7989395495993,0.711541268518792,0.054667086604546,15.8164,0.881069,40.7059,0.0522876,36.5148,8.09441,41.2553,4.70131e-05
11143000,1985-03-01T05:00:00Z,176.209933422557,39.7009266683577,38.5307916237737,63.1053259629591,0.358125814687362,0.21866412906119,11.6277,-0.124078,175.046,62.8235,15.882,6.37769,76.4115,3.80576
11143000,1985-04-01T05:00:00Z,19.4792091603541,59.1011055627146,25.111007439958,43.1250154282388,2.21389970574425,1.28911842535508,18.0798,2.18268,19.9804,2.87582,27.1784,4.94049,13.3072,0.104567
11143000,1985-05-01T04:00:00Z,4.39626152628519,65.6528761816791,13.1311478206042,23.266412368857,5.29231762709007,2.98688959746668,18.1594,1.40154,2.71895,0,5.41687,4.18018,0.138846,0
11143000,1985-06-01T04:00:00Z,5.74171390432024,94.4555319203933,9.13592037181912,12.3533087468473,2.15150196486668,1.59114865771089,22.6759,5.69782,2.22222,0,9.95761,5.5819,0.164609,0
11143000,1985-07-01T04:00:00Z,0.251216716035866,109.111002087072,6.33987778746259,8.1138316892265,32.2981361163406,25.2366876197738,22.9931,9.0759,1,0,21.919,5.83772,0.0322581,0
11143000,1985-08-01T04:00:00Z,0.0500157188214233,89.4563058868218,4.44274910339162,7.14017188651932,142.758557804851,88.8270569349221,22.7533,6.64168,0,0,5.78322,2.76884,0,0
11143000,1985-09-01T04:00:00Z,13.7887434097126,65.8020138896433,3.04499390960628,7.18074104496545,0.520768342088912,0.22083186401608,21.6329,5.52495,11.085,0,7.88744,5.30447,4.09588,0
11143000,1985-10-01T04:00:00Z,36.9301668868897,54.4996747705002,2.14649730860654,9.22948354649514,0.24991719032203,0.058123141311028,20.9806,3.88878,28.3137,0,25.2174,9.1714,23.395,0
11143000,1985-11-01T05:00:00Z,206.00123377177,36.3500134756789,3.99493590007063,26.7147908367782,0.12968267397066,0.0193927765718949,15.6815,-0.0206972,197.967,85.9869,32.2179,18.8585,211.037,4.33227
11143000,1985-12-01T05:00:00Z,105.646934178563,34.5985040893573,5.04440856903484,49.0075434029281,0.46388041246986,0.047747798913964,19.1758,1.08507,115.301,19.268,60.4923,16.6552,130.371,0.0971802
11143000,1986-01-01T05:00:00Z,139.66098535435,40.1993918317145,10.0859783813548,65.2960605190503,0.467532577930622,0.0722175799903205,18.2357,4.05492,181.124,0,24.6662,8.12694,130.716,0
